同種の数,処理時間の平均,平方根和の差の平均,世代交代数,個体集団内の個体の数,エリート保存戦略で残す個体の数,トーナメント選択で無作為抽出する個体の数,突然変異確率,フロイド問題におけるN,選択方式,交叉方式
20,0.00396905,0.02087515,10,100,1,15,0.010000,32,トーナメント選択,一様交叉
20,0.00334860,0.02087330,10,100,1,15,0.010000,32,トーナメント選択,1点交叉
20,0.00380350,0.02799715,10,100,1,15,0.010000,32,ランキング選択,2点交叉
20,0.00350040,0.02275645,10,100,1,15,0.010000,32,ランキング選択,一様交叉
20,0.00389710,0.02006355,10,100,1,15,0.010000,32,ランキング選択,1点交叉
20,0.00771760,0.04250580,10,100,1,15,0.010000,64,トーナメント選択,2点交叉
20,0.00688990,0.03582985,10,100,1,15,0.010000,64,トーナメント選択,一様交叉
20,0.00721470,0.03218050,10,100,1,15,0.010000,64,トーナメント選択,1点交叉
20,0.00648910,0.07163295,10,100,1,15,0.010000,64,ランキング選択,2点交叉
20,0.00703390,0.06211095,10,100,1,15,0.010000,64,ランキング選択,一様交叉
20,0.00661530,0.07076990,10,100,1,15,0.010000,64,ランキング選択,1点交叉
20,0.00353425,0.03604250,10,100,1,10,0.100000,32,トーナメント選択,2点交叉
20,0.00359825,0.02716895,10,100,1,10,0.100000,32,トーナメント選択,一様交叉
20,0.00348880,0.02162540,10,100,1,10,0.100000,32,トーナメント選択,1点交叉
20,0.00404250,0.03183880,10,100,1,10,0.100000,32,ランキング選択,2点交叉
20,0.00350430,0.03346510,10,100,1,10,0.100000,32,ランキング選択,一様交叉
20,0.00392945,0.02318010,10,100,1,10,0.100000,32,ランキング選択,1点交叉
20,0.00611390,0.03295235,10,100,1,10,0.100000,64,トーナメント選択,2点交叉
20,0.00679315,0.03661195,10,100,1,10,0.100000,64,トーナメント選択,一様交叉
20,0.00592790,0.04896535,10,100,1,10,0.100000,64,トーナメント選択,1点交叉
20,0.00646485,0.07356830,10,100,1,10,0.100000,64,ランキング選択,2点交叉
20,0.00600510,0.06983720,10,100,1,10,0.100000,64,ランキング選択,一様交叉
20,0.00708660,0.06336135,10,100,1,10,0.100000,64,ランキング選択,1点交叉
20,0.00375075,0.01557210,10,100,1,10,0.010000,32,トーナメント選択,2点交叉
20,0.00402360,0.02711955,10,100,1,10,0.010000,32,トーナメント選択,一様交叉
20,0.00426360,0.02667860,10,100,1,10,0.010000,32,トーナメント選択,1点交叉
20,0.00383925,0.02993560,10,100,1,10,0.010000,32,ランキング選択,2点交叉
20,0.00329930,0.02705220,10,100,1,10,0.010000,32,ランキング選択,一様交叉
20,0.00324725,0.03059625,10,100,1,10,0.010000,32,ランキング選択,1点交叉
20,0.00679990,0.04061505,10,100,1,10,0.010000,64,トーナメント選択,2点交叉
20,0.01305195,0.03687150,10,100,1,10,0.010000,64,トーナメント選択,一様交叉
20,0.00701725,0.04192325,10,100,1,10,0.010000,64,トーナメント選択,1点交叉
20,0.00574710,0.04692260,10,100,1,10,0.010000,64,ランキング選択,2点交叉
20,0.00637060,0.04595855,10,100,1,10,0.010000,64,ランキング選択,一様交叉
20,0.00818290,0.04765005,10,100,1,10,0.010000,64,ランキング選択,1点交叉
20,0.00030000,0.26756065,10,10,5,15,0.100000,32,トーナメント選択,2点交叉
20,0.00029790,0.24351345,10,10,5,15,0.100000,32,トーナメント選択,一様交叉
20,0.00028440,0.23731020,10,10,5,15,0.100000,32,トーナメント選択,1点交叉
20,0.00025940,0.26127575,10,10,5,15,0.100000,32,ランキング選択,2点交叉
20,0.00027205,0.32558540,10,10,5,15,0.100000,32,ランキング選択,一様交叉
20,0.00025545,0.36941220,10,10,5,15,0.100000,32,ランキング選択,1点交叉
20,0.00047660,0.62137440,10,10,5,15,0.100000,64,トーナメント選択,2点交叉
20,0.00053895,0.53674290,10,10,5,15,0.100000,64,トーナメント選択,一様交叉
20,0.00046655,0.54490250,10,10,5,15,0.100000,64,トーナメント選択,1点交叉
20,0.00047220,0.49369905,10,10,5,15,0.100000,64,ランキング選択,2点交叉
20,0.00061825,0.44752945,10,10,5,15,0.100000,64,ランキング選択,一様交叉
20,0.00049070,0.33546540,10,10,5,15,0.100000,64,ランキング選択,1点交叉
20,0.00029340,0.18317545,10,10,5,15,0.010000,32,トーナメント選択,2点交叉
20,0.00035585,0.21114630,10,10,5,15,0.010000,32,トーナメント選択,一様交叉
20,0.00028145,0.24483390,10,10,5,15,0.010000,32,トーナメント選択,1点交叉
20,0.00022335,0.49043805,10,10,5,15,0.010000,32,ランキング選択,2点交叉
20,0.00024600,0.39826895,10,10,5,15,0.010000,32,ランキング選択,一様交叉
20,0.00028955,0.32683575,10,10,5,15,0.010000,32,ランキング選択,1点交叉
20,0.00060460,0.52390770,10,10,5,15,0.010000,64,トーナメント選択,2点交叉
20,0.00050485,0.42623335,10,10,5,15,0.010000,64,トーナメント選択,一様交叉
20,0.00047650,0.56401695,10,10,5,15,0.010000,64,トーナメント選択,1点交叉
20,0.00045125,0.64431660,10,10,5,15,0.010000,64,ランキング選択,2点交叉
20,0.00052745,0.65978500,10,10,5,15,0.010000,64,ランキング選択,一様交叉
20,0.00050255,0.66754230,10,10,5,15,0.010000,64,ランキング選択,1点交叉
20,0.00054965,0.30063315,10,10,5,10,0.100000,32,トーナメント選択,2点交叉
20,0.00024325,0.27946525,10,10,5,10,0.100000,32,トーナメント選択,一様交叉
20,0.00025040,0.31349050,10,10,5,10,0.100000,32,トーナメント選択,1点交叉
20,0.00028215,0.34127695,10,10,5,10,0.100000,32,ランキング選択,2点交叉
20,0.00023000,0.32193915,10,10,5,10,0.100000,32,ランキング選択,一様交叉
20,0.00026110,0.25337365,10,10,5,10,0.100000,32,ランキング選択,1点交叉
20,0.00053935,0.59769650,10,10,5,10,0.100000,64,トーナメント選択,2点交叉
20,0.00044560,0.53196390,10,10,5,10,0.100000,64,トーナメント選択,一様交叉
20,0.00043390,0.52992575,10,10,5,10,0.100000,64,トーナメント選択,1点交叉
20,0.00045815,0.46959345,10,10,5,10,0.100000,64,ランキング選択,2点交叉
20,0.00052145,0.51772565,10,10,5,10,0.100000,64,ランキング選択,一様交叉
20,0.00044970,0.65571105,10,10,5,10,0.100000,64,ランキング選択,1点交叉
20,0.00025320,0.26679595,10,10,5,10,0.010000,32,トーナメント選択,2点交叉
20,0.00024190,0.26094780,10,10,5,10,0.010000,32,トーナメント選択,一様交叉
20,0.00022910,0.27168285,10,10,5,10,0.010000,32,トーナメント選択,1点交叉
20,0.00023335,0.24614915,10,10,5,10,0.010000,32,ランキング選択,2点交叉
20,0.00022080,0.29386730,10,10,5,10,0.010000,32,ランキング選択,一様交叉
20,0.00025710,0.34939960,10,10,5,10,0.010000,32,ランキング選択,1点交叉
20,0.00062705,0.77751435,10,10,5,10,0.010000,64,トーナメント選択,2点交叉
20,0.00044320,0.60198650,10,10,5,10,0.010000,64,トーナメント選択,一様交叉
20,0.00052985,0.57214985,10,10,5,10,0.010000,64,トーナメント選択,1点交叉
20,0.00051560,0.39416100,10,10,5,10,0.010000,64,ランキング選択,2点交叉
20,0.00042615,0.43382900,10,10,5,10,0.010000,64,ランキング選択,一様交叉
20,0.00042595,0.42985435,10,10,5,10,0.010000,64,ランキング選択,1点交叉
20,0.00033695,0.24058090,10,10,1,15,0.100000,32,トーナメント選択,2点交叉
20,0.00036165,0.31271470,10,10,1,15,0.100000,32,トーナメント選択,一様交叉
20,0.00028895,0.29826865,10,10,1,15,0.100000,32,トーナメント選択,1点交叉
20,0.00027970,0.30612960,10,10,1,15,0.100000,32,ランキング選択,2点交叉
20,0.00026935,0.27088900,10,10,1,15,0.100000,32,ランキング選択,一様交叉
20,0.00025655,0.19820090,10,10,1,15,0.100000,32,ランキング選択,1点交叉
20,0.00056880,0.49830165,10,10,1,15,0.100000,64,トーナメント選択,2点交叉
20,0.00050945,0.52800975,10,10,1,15,0.100000,64,トーナメント選択,一様交叉
20,0.00054440,0.56480675,10,10,1,15,0.100000,64,トーナメント選択,1点交叉
20,0.00052215,0.55367155,10,10,1,15,0.100000,64,ランキング選択,2点交叉
20,0.00061195,0.54608160,10,10,1,15,0.100000,64,ランキング選択,一様交叉
20,0.00113145,0.61813845,10,10,1,15,0.100000,64,ランキング選択,1点交叉
20,0.00050815,0.27963375,10,10,1,15,0.010000,32,トーナメント選択,2点交叉
20,0.00031680,0.20173090,10,10,1,15,0.010000,32,トーナメント選択,一様交叉
20,0.00035540,0.23297625,10,10,1,15,0.010000,32,トーナメント選択,1点交叉
20,0.00026205,0.21444160,10,10,1,15,0.010000,32,ランキング選択,2点交叉
20,0.00024740,0.17666115,10,10,1,15,0.010000,32,ランキング選択,一様交叉
20,0.00032540,0.22123425,10,10,1,15,0.010000,32,ランキング選択,1点交叉
20,0.00066465,0.65160340,10,10,1,15,0.010000,64,トーナメント選択,2点交叉
20,0.00055250,0.48446415,10,10,1,15,0.010000,64,トーナメント選択,一様交叉
20,0.00056840,0.40215360,10,10,1,15,0.010000,64,トーナメント選択,1点交叉
20,0.00058630,0.58702870,10,10,1,15,0.010000,64,ランキング選択,2点交叉
20,0.00067260,0.64820190,10,10,1,15,0.010000,64,ランキング選択,一様交叉
20,0.00064550,0.65292315,10,10,1,15,0.010000,64,ランキング選択,1点交叉
20,0.00037640,0.26585060,10,10,1,10,0.100000,32,トーナメント選択,2点交叉
20,0.00029665,0.36337535,10,10,1,10,0.100000,32,トーナメント選択,一様交叉
20,0.00026190,0.38156545,10,10,1,10,0.100000,32,トーナメント選択,1点交叉
20,0.00023585,0.22729610,10,10,1,10,0.100000,32,ランキング選択,2点交叉
20,0.00034240,0.14702200,10,10,1,10,0.100000,32,ランキング選択,一様交叉
20,0.00028535,0.23159420,10,10,1,10,0.100000,32,ランキング選択,1点交叉
20,0.00056280,0.58973480,10,10,1,10,0.100000,64,トーナメント選択,2点交叉
20,0.00052700,0.45455980,10,10,1,10,0.100000,64,トーナメント選択,一様交叉
20,0.00067840,0.42830980,10,10,1,10,0.100000,64,トーナメント選択,1点交叉
20,0.00061015,0.66692780,10,10,1,10,0.100000,64,ランキング選択,2点交叉
20,0.00060730,0.64977355,10,10,1,10,0.100000,64,ランキング選択,一様交叉
20,0.00050645,0.74769740,10,10,1,10,0.100000,64,ランキング選択,1点交叉
20,0.00036185,0.33990910,10,10,1,10,0.010000,32,トーナメント選択,2点交叉
20,0.00070320,0.29493375,10,10,1,10,0.010000,32,トーナメント選択,一様交叉
20,0.00032080,0.29058555,10,10,1,10,0.010000,32,トーナメント選択,1点交叉
20,0.00037535,0.20389710,10,10,1,10,0.010000,32,ランキング選択,2点交叉
20,0.00025805,0.24521425,10,10,1,10,0.010000,32,ランキング選択,一様交叉
20,0.00026210,0.24521425,10,10,1,10,0.010000,32,ランキング選択,1点交叉
20,0.00058070,0.63616225,10,10,1,10,0.010000,64,トーナメント選択,2点交叉
20,0.00055920,0.60837000,10,10,1,10,0.010000,64,トーナメント選択,一様交叉
20,0.00052765,0.66494250,10,10,1,10,0.010000,64,トーナメント選択,1点交叉
20,0.00052255,0.80473940,10,10,1,10,0.010000,64,ランキング選択,2点交叉
20,0.00046400,0.67363065,10,10,1,10,0.010000,64,ランキング選択,一様交叉
20,0.00051090,0.76227210,10,10,1,10,0.010000,64,ランキング選択,1点交叉
